id,title,authors,citation_issue,pdf_filename,published_at,slug,type,url
1233,A.G. Stephens : An Internationalist Critic,Gillian Whitlock,8.1,ag-stephens-an-gillian-whitlock-8-1.pdf,1977-05-01,ag-stephens-an-internationalist-critic,essay,https://www.australianliterarystudies.com.au/articles/ag-stephens-an-internationalist-critic
1234,Review by Brian Kiernan,Brian Kiernan,8.1,review-by-brian-kiernan-8-1.pdf,1977-05-01,review-by-brian-kiernan12345678,review,https://www.australianliterarystudies.com.au/articles/review-by-brian-kiernan12345678
1235,Review by Michael Wilding,Michael Wilding,8.1,review-by-michael-wilding-8-1.pdf,1977-05-01,review-by-michael-wilding12,review,https://www.australianliterarystudies.com.au/articles/review-by-michael-wilding12
1236,Short Notices,Laurie Hergenhan,8.1,review-by-laurie-hergenhan-8-1.pdf,1977-05-01,short-notices1234567,review,https://www.australianliterarystudies.com.au/articles/short-notices1234567
1237,Miles Franklin - An Unpublished Teenage Novel,Roy Duncan,8.1,miles-franklin-an-roy-duncan-8-1.pdf,1977-05-01,miles-franklin-an-unpublished-teenage-novel,essay,https://www.australianliterarystudies.com.au/articles/miles-franklin-an-unpublished-teenage-novel
1238,Judith Wright’s Linguistic Philosophy – ‘It’s the Word that’s Strange’,Shirley Walker,8.1,judith-wrights-linguistic-philosophy-shirley-walker-8-1.pdf,1977-05-01,judith-wrights-linguistic-philosophy-its-the-word-thats-strange,essay,https://www.australianliterarystudies.com.au/articles/judith-wrights-linguistic-philosophy-its-the-word-thats-strange
1239,Review of *Religious Poetry in Australia: Reception and Application of Theological and Philosophical Texts* by Marion Spies,John A. Moses,20.1,review-by-john-a-moses-20-1.pdf,2001-05-01,review-by-john-a-moses,review,https://www.australianliterarystudies.com.au/articles/review-by-john-a-moses
1240,"Green or Greed? Review of The Littoral Zone, by Cranston and Zeller.",Helen Tiffin,25.2,review-by-helen-tiffin-25-2.pdf,2010-06-01,green-of-greed,review,https://www.australianliterarystudies.com.au/articles/green-of-greed
1241,A Dog with a Broken Back : Animals as Rhetoric and Reality in the Fiction of J. M. Coetzee,James Ley,25.2,a-dog-with-a-james-ley-25-2.pdf,2010-06-01,a-dog-with-a-broken-back-animals-as-rhetoric-and-reality-in-the-fiction-of-j-m-coetzee,essay,https://www.australianliterarystudies.com.au/articles/a-dog-with-a-broken-back-animals-as-rhetoric-and-reality-in-the-fiction-of-j-m-coetzee
1242,Minding Elephants and the Rhetorics of Destruction,Dan Wylie,25.2,minding-elephants-and-the-dan-wylie-25-2.pdf,2010-06-01,minding-elephants-and-the-rhetorics-of-destruction,essay,https://www.australianliterarystudies.com.au/articles/minding-elephants-and-the-rhetorics-of-destruction
1243,"Review of *Rosa! Rosa!: A Life of Rosa Praed, Novelist and Spiritualist*, by Patricia Clarke.",Chris Tiffin,20.1,review-by-chris-tiffin-20-1.pdf,2001-05-01,review-by-chris-tiffin1234,review,https://www.australianliterarystudies.com.au/articles/review-by-chris-tiffin1234
1244,Dorothy Hewett’s Faith in Doubt,Carmel MacDonald-Grahame,20.1,dorothy-hewetts-faith-in-carmel-macdonald-grahame-20-1.pdf,2001-05-01,dorothy-hewetts-faith-in-doubt,essay,https://www.australianliterarystudies.com.au/articles/dorothy-hewetts-faith-in-doubt
1245,Vexilla Regis Prodeunt : Myth and Allusion in Out of Ireland,Noel Henricksen,20.1,vexilla-regis-prodeunt-noel-henricksen-20-1.pdf,2001-05-01,vexilla-regis-prodeunt-myth-and-allusion-in-out-of-ireland,essay,https://www.australianliterarystudies.com.au/articles/vexilla-regis-prodeunt-myth-and-allusion-in-out-of-ireland
1246,Australian Literary Criticism : Future Directions,Anthony J. Hassall,20.1,australian-literary-criticism-anthony-j-hassall-20-1.pdf,2001-05-01,australian-literary-criticism-future-directions,essay,https://www.australianliterarystudies.com.au/articles/australian-literary-criticism-future-directions
1247,Romanticism and Environmentalism : The Tasmanian Novels of Marie Bjelke-Petersen,Roslynn D. Haynes,20.1,romanticism-and-environmentalism-roslynn-d-haynes-20-1.pdf,2001-05-01,romanticism-and-environmentalism-the-tasmanian-novels-of-marie-bjelke-petersen,essay,https://www.australianliterarystudies.com.au/articles/romanticism-and-environmentalism-the-tasmanian-novels-of-marie-bjelke-petersen
1248,Ern Malley and His Rivals,Brian Lloyd,20.1,ern-malley-and-his-brian-lloyd-20-1.pdf,2001-05-01,ern-malley-and-his-rivals,essay,https://www.australianliterarystudies.com.au/articles/ern-malley-and-his-rivals
1249,Miles Franklin’s Topical Writings : A Listing,"Margaret Bettison, Jill Roe",20.1,miles-franklins-topical-writings-20-1.pdf,2001-05-01,miles-franklins-topical-writings-a-listing,essay,https://www.australianliterarystudies.com.au/articles/miles-franklins-topical-writings-a-listing
1250,A Note on Nettie Palmer’s Journalism,Robin Lucas,20.1,a-note-on-nettie-robin-lucas-20-1.pdf,2001-05-01,a-note-on-nettie-palmers-journalism,essay,https://www.australianliterarystudies.com.au/articles/a-note-on-nettie-palmers-journalism
1251,The Drowned World of Kenneth Slessor,Jeffrey Poacher,20.1,the-drowned-world-of-jeffrey-poacher-20-1.pdf,2001-05-01,the-drowned-world-of-kenneth-slessor,essay,https://www.australianliterarystudies.com.au/articles/the-drowned-world-of-kenneth-slessor
1252,"Review of *Hearts and Minds: Creative Australians and the Environment*, by Michael Pollak and Margaret MacNabb.",Ruth Blair,20.1,review-by-ruth-blair-20-1.pdf,2001-05-01,review-by-ruth-blair,review,https://www.australianliterarystudies.com.au/articles/review-by-ruth-blair
1253,Romance Australia : Love in Australian Literature of Exploration,Christina Thompson,13.2,romance-australia-love-christina-thompson-13-2.pdf,1987-10-01,romance-australia-love-in-australian-literature-of-exploration,essay,https://www.australianliterarystudies.com.au/articles/romance-australia-love-in-australian-literature-of-exploration
1254,Editorial,Laurie Hergenhan,20.1,editorial-laurie-hergenhan-20-1.pdf,2001-05-01,editorial,essay,https://www.australianliterarystudies.com.au/articles/editorial
1255,Review of *The Magic Phrase: Critical Essays on Christina Stead* and *Christina Stead's Politics of Place* ,Laurie Hergenhan,20.1,review-by-laurie-hergenhan-20-1.pdf,2001-05-01,review-by-laurie-hergenhan12345678910111213141516,review,https://www.australianliterarystudies.com.au/articles/review-by-laurie-hergenhan12345678910111213141516
1256,Annual Bibliography of Studies in Australian Literature : 2000,"Carol Hetherington, Irmtraud Petersson",20.1,annual-bibliography-of-studies-20-1.pdf,2001-05-01,annual-bibliography-of-studies-in-australian-literature-2000,essay,https://www.australianliterarystudies.com.au/articles/annual-bibliography-of-studies-in-australian-literature-2000
1257,Christine Townend,Christine Townend,8.2,christine-townend-christine-townend-8-2.pdf,1977-10-01,christine-townend,essay,https://www.australianliterarystudies.com.au/articles/christine-townend
1258,"Australian Invention of Chinese Invasion: A Century of Paranoia, 1888-1988",Yu Ouyang,17.1,australian-invention-of-chinese-yu-ouyang-17-1.pdf,1995-05-01,australian-invention-of-chinese-invasion-a-century-of-paranoia-1888-1988,essay,https://www.australianliterarystudies.com.au/articles/australian-invention-of-chinese-invasion-a-century-of-paranoia-1888-1988
1259,About Face : Asian-Australians at Home,Lyn Jacobs,20.3,about-face-asian-australians-lyn-jacobs-20-3.pdf,2002-05-01,about-face-asian-australians-at-home,essay,https://www.australianliterarystudies.com.au/articles/about-face-asian-australians-at-home
1260,Tales of Old Travel: Predecessors of David Malouf’s ‘The Conversations at Curlow Creek’,Patrick Morgan,18.2,tales-of-old-travel-patrick-morgan-18-2.pdf,1997-10-01,tales-of-old-travel-predecessors-of-david-maloufs-the-conversations-at-curlow-creek,essay,https://www.australianliterarystudies.com.au/articles/tales-of-old-travel-predecessors-of-david-maloufs-the-conversations-at-curlow-creek
1261,An Interview with W. Hart-Smith on the Jindyworobaks,"William Hart-Smith, William Hart-Smith, Rex Ingamells, Andrew Lansdown",9.2,an-interview-with-w-william-hart-smith-rex-ingamells-william-hart-smith-9-2.pdf,1979-10-01,an-interview-with-w-hart-smith-on-the-jindyworobaks,essay,https://www.australianliterarystudies.com.au/articles/an-interview-with-w-hart-smith-on-the-jindyworobaks
1262,Henry Kingsley - Mounted Policeman?,J. S. D. Mellick,7.4,henry-kingsley-mounted-j-s-d-mellick-7-4.pdf,1976-10-01,henry-kingsley-mounted-policeman,essay,https://www.australianliterarystudies.com.au/articles/henry-kingsley-mounted-policeman
1263,"Henry Kingsley, and the ‘Dear Old Station’ : The ‘Baroona’ of ‘Geoffry Hamlyn’?",J. S. D. Mellick,16.2,henry-kingsley-and-the-j-s-d-mellick-16-2.pdf,1993-10-01,henry-kingsley-and-the-dear-old-station-the-baroona-of-geoffry-hamlyn,essay,https://www.australianliterarystudies.com.au/articles/henry-kingsley-and-the-dear-old-station-the-baroona-of-geoffry-hamlyn
1264,"Words, Sticks and Stones : Keneally, Literature and Social Impact",Paul Sharrad,28.4,words-sticks-and-stones-paul-sharrad-28-4.pdf,2013-11-01,words-sticks-and-stones-keneally-literature-and-social-impact,essay,https://www.australianliterarystudies.com.au/articles/words-sticks-and-stones-keneally-literature-and-social-impact
1265,"Review of *Rainforest Narratives: The Work of Janette Turner Hospital*, by David CaUahan.",Paul Sharrad,25.3,review-by-paul-sharrad-25-3.pdf,2010-10-01,review-by-paul-sharrad,review,https://www.australianliterarystudies.com.au/articles/review-by-paul-sharrad
1266,Homages and Invocations : The Early Poetry of Robert Adamson,Martin Duwell,14.2,homages-and-invocations-martin-duwell-14-2.pdf,1989-10-01,homages-and-invocations-the-early-poetry-of-robert-adamson,essay,https://www.australianliterarystudies.com.au/articles/homages-and-invocations-the-early-poetry-of-robert-adamson
1267,Review by Martin Duwell,Martin Duwell,10.1,review-by-martin-duwell-10-1.pdf,1981-05-01,review-by-martin-duwell,review,https://www.australianliterarystudies.com.au/articles/review-by-martin-duwell
1268,Review by Martin Duwell,Martin Duwell,14.4,review-by-martin-duwell-14-4.pdf,1990-10-01,review-by-martin-duwell1,review,https://www.australianliterarystudies.com.au/articles/review-by-martin-duwell1
1269,Review by Martin Duwell,Martin Duwell,18.2,review-by-martin-duwell-18-2.pdf,1997-10-01,review-by-martin-duwell12,review,https://www.australianliterarystudies.com.au/articles/review-by-martin-duwell12
1270,"Review of The Peasant Mandarin: Prose Pieces, by Les Murray",Martin Duwell,9.2,review-by-martin-duwell-9-2.pdf,1979-10-01,review-by-martin-duwell123,review,https://www.australianliterarystudies.com.au/articles/review-by-martin-duwell123
1271,‘One of Them Kinds of Kids’ : The Lives of Les Murray,Martin Duwell,20.3,one-of-them-kinds-martin-duwell-20-3.pdf,2002-05-01,one-of-them-kinds-of-kids-the-lives-of-les-murray,essay,https://www.australianliterarystudies.com.au/articles/one-of-them-kinds-of-kids-the-lives-of-les-murray
1272,"Review of An Unsentimental Bloke: The Life and Works of C.J. Dennis, by Philip Butterss.",Michael Sharkey,28.4,review-by-michael-sharkey-28-4.pdf,2013-11-01,review-by-michael-sharkey,review,https://www.australianliterarystudies.com.au/articles/review-by-michael-sharkey
1273,"James Lester Burke, Martin Cash and Frank the Poet",Philip Butterss,15.3,james-lester-burke-martin-philip-butterss-15-3.pdf,1992-05-01,james-lester-burke-martin-cash-and-frank-the-poet,essay,https://www.australianliterarystudies.com.au/articles/james-lester-burke-martin-cash-and-frank-the-poet
1274,Review by Martin Duwell,Martin Duwell,15.1,review-by-martin-duwell-15-1.pdf,1991-05-01,review-by-martin-duwell1234,review,https://www.australianliterarystudies.com.au/articles/review-by-martin-duwell1234
1275,Review by Martin Duwell,Martin Duwell,15.4,review-by-martin-duwell-15-4.pdf,1992-10-01,review-by-martin-duwell12345,review,https://www.australianliterarystudies.com.au/articles/review-by-martin-duwell12345
1276,Review by Martin Duwell,Martin Duwell,10.3,review-by-martin-duwell-10-3.pdf,1982-05-01,review-by-martin-duwell123456,review,https://www.australianliterarystudies.com.au/articles/review-by-martin-duwell123456
1277,Makar,Martin Duwell,8.2,makar-martin-duwell-8-2.pdf,1977-10-01,makar,essay,https://www.australianliterarystudies.com.au/articles/makar
1278,Review by Martin Duwell,Martin Duwell,20.1,review-by-martin-duwell-20-1.pdf,2001-05-01,review-by-martin-duwell1234567,review,https://www.australianliterarystudies.com.au/articles/review-by-martin-duwell1234567
1279,Review by Martin Duwell,Martin Duwell,10.4,review-by-martin-duwell-10-4.pdf,1982-10-01,review-by-martin-duwell12345678,review,https://www.australianliterarystudies.com.au/articles/review-by-martin-duwell12345678
1280,"Review of *Read It Again*, by Chris Wallace-Crabbe",Martin Duwell,23.1,review-by-martin-duwell-23-1.pdf,2007-05-01,review-by-martin-duwell123456789,review,https://www.australianliterarystudies.com.au/articles/review-by-martin-duwell123456789
1281,Enlarging Our Experiments with Narrative: John A. Scott’s Triology with Annotations,Martin Duwell,15.3,enlarging-our-experiments-with-martin-duwell-15-3.pdf,1992-05-01,enlarging-our-experiments-with-narrative-john-a-scotts-triology-with-annotations,essay,https://www.australianliterarystudies.com.au/articles/enlarging-our-experiments-with-narrative-john-a-scotts-triology-with-annotations
1282,Review by Martin Duwell,Martin Duwell,11.4,review-by-martin-duwell-11-4.pdf,1984-10-01,review-by-martin-duwell12345678910,review,https://www.australianliterarystudies.com.au/articles/review-by-martin-duwell12345678910
1283,Editorial,"Martin Duwell, Laurie Hergenhan",18.2,editorial-martin-duwell-laurie-hergenhan-18-2.pdf,1997-10-01,editorial1,essay,https://www.australianliterarystudies.com.au/articles/editorial1
1284,Review by Martin Duwell,Martin Duwell,11.2,review-by-martin-duwell-11-2.pdf,1983-10-01,review-by-martin-duwell1234567891011,review,https://www.australianliterarystudies.com.au/articles/review-by-martin-duwell1234567891011
1285,Review by Martin Duwell,Martin Duwell,19.3,review-by-martin-duwell-19-3.pdf,2000-05-01,review-by-martin-duwell123456789101112,review,https://www.australianliterarystudies.com.au/articles/review-by-martin-duwell123456789101112
1286,Editorial,"Martin Duwell, Laurie Hergenhan",18.1,editorial-martin-duwell-laurie-hergenhan-18-1.pdf,1997-05-01,editorial12,essay,https://www.australianliterarystudies.com.au/articles/editorial12
1287,Review by Martin Duwell,Martin Duwell,18.1,review-by-martin-duwell-18-1.pdf,1997-05-01,review-by-martin-duwell12345678910111213,review,https://www.australianliterarystudies.com.au/articles/review-by-martin-duwell12345678910111213
1288,The Sun’s Fish Dreaming : The Poetry of Andrew Taylor,Martin Duwell,21.3,the-suns-fish-dreaming-martin-duwell-21-3.pdf,2004-05-01,the-suns-fish-dreaming-the-poetry-of-andrew-taylor,essay,https://www.australianliterarystudies.com.au/articles/the-suns-fish-dreaming-the-poetry-of-andrew-taylor
1289,Review by Brian Matthews,Brian Matthews,12.1,review-by-brian-matthews-12-1.pdf,1985-05-01,review-by-brian-matthews,review,https://www.australianliterarystudies.com.au/articles/review-by-brian-matthews
1290,Bruce Dawe and Frank Sargeson : Speaking in Other Voices,Mark Macleod,11.1,bruce-dawe-and-frank-mark-macleod-11-1.pdf,1983-05-01,bruce-dawe-and-frank-sargeson-speaking-in-other-voices,essay,https://www.australianliterarystudies.com.au/articles/bruce-dawe-and-frank-sargeson-speaking-in-other-voices
1291,Australian Poetry 1970-1980 : Some Statistical Observations,Thomas Shapcott,11.1,australian-poetry-1970-1980-thomas-shapcott-11-1.pdf,1983-05-01,australian-poetry-1970-1980-some-statistical-observations,essay,https://www.australianliterarystudies.com.au/articles/australian-poetry-1970-1980-some-statistical-observations
1292,‘What Is Gone Is Not Gone’: Intimations in the Poetry of Thomas Shapcott,David McCooey,18.1,what-is-gone-is-david-mccooey-18-1.pdf,1997-05-01,what-is-gone-is-not-gone-intimations-in-the-poetry-of-thomas-shapcott,essay,https://www.australianliterarystudies.com.au/articles/what-is-gone-is-not-gone-intimations-in-the-poetry-of-thomas-shapcott
1293,An Interview with Thomas Shapcott,"David McCooey, Thomas Shapcott",18.1,an-interview-with-thomas-thomas-shapcott-18-1.pdf,1997-05-01,an-interview-with-thomas-shapcott,essay,https://www.australianliterarystudies.com.au/articles/an-interview-with-thomas-shapcott
1294,Some Versions of Manifold : Brisbane and the ‘Myth’ of John Manifold,William Hatherell,21.2,some-versions-of-manifold-william-hatherell-21-2.pdf,2003-10-01,some-versions-of-manifold-brisbane-and-the-myth-of-john-manifold,essay,https://www.australianliterarystudies.com.au/articles/some-versions-of-manifold-brisbane-and-the-myth-of-john-manifold
1295,Review by Judith Rodriguez,Judith Rodriguez,9.3,review-by-judith-rodriguez-9-3.pdf,1980-05-01,review-by-judith-rodriguez,review,https://www.australianliterarystudies.com.au/articles/review-by-judith-rodriguez
1296,An Interview with Judith Rodriguez,"Lyn McCredden, Judith Rodriguez",18.2,an-interview-with-judith-judith-rodriguez-18-2.pdf,1997-10-01,an-interview-with-judith-rodriguez,essay,https://www.australianliterarystudies.com.au/articles/an-interview-with-judith-rodriguez
1297,Thomas Shapcott’s Verse from a European Perspective,Igor Maver,14.4,thomas-shapcotts-verse-from-igor-maver-14-4.pdf,1990-10-01,thomas-shapcotts-verse-from-a-european-perspective,essay,https://www.australianliterarystudies.com.au/articles/thomas-shapcotts-verse-from-a-european-perspective
1298,Correspondence,Thomas Shapcott,9.4,correspondence-thomas-shapcott-9-4.pdf,1980-10-01,correspondence12345,essay,https://www.australianliterarystudies.com.au/articles/correspondence12345
1299,Heterotopias: Writing and Location,Brian Castro,17.2,heterotopias-writing-and-location-brian-castro-17-2.pdf,1995-10-01,heterotopias-writing-and-location,essay,https://www.australianliterarystudies.com.au/articles/heterotopias-writing-and-location
1300,The Artful Man : Theory and Authority in Brian Castro’s Fiction,Karen Barker,20.3,the-artful-man-karen-barker-20-3.pdf,2002-05-01,the-artful-man-theory-and-authority-in-brian-castros-fiction,essay,https://www.australianliterarystudies.com.au/articles/the-artful-man-theory-and-authority-in-brian-castros-fiction
1301,Theory as Fireworks : An Interview with Brian Castro,"Karen Barker, Brian Castro",20.3,theory-as-fireworks-brian-castro-20-3.pdf,2002-05-01,theory-as-fireworks-an-interview-with-brian-castro,essay,https://www.australianliterarystudies.com.au/articles/theory-as-fireworks-an-interview-with-brian-castro
1302,"Review of *Cultural Translation and Postcolonial Poetry*, by Ashok Bery.",Bridie McCarthy,25.3,review-by-bridie-mccarthy-25-3.pdf,2010-10-01,review-by-bridie-mccarthy,review,https://www.australianliterarystudies.com.au/articles/review-by-bridie-mccarthy
1303,Magic Sam,Ken Bolton,8.2,magic-sam-ken-bolton-8-2.pdf,1977-10-01,magic-sam,essay,https://www.australianliterarystudies.com.au/articles/magic-sam
1304,‘Talking with Yagan’s Head’ : The Poetry of John Mateer,Michael Heald,19.4,talking-with-yagans-head-michael-heald-19-4.pdf,2000-10-01,talking-with-yagans-head-the-poetry-of-john-mateer,essay,https://www.australianliterarystudies.com.au/articles/talking-with-yagans-head-the-poetry-of-john-mateer
1305,"Review of *Jock: A Life Story of John Shaw Neilson*, by Cliff Hanna.",Vivian Smith,19.3,review-by-vivian-smith-19-3.pdf,2000-05-01,review-by-vivian-smith12,review,https://www.australianliterarystudies.com.au/articles/review-by-vivian-smith12
1306,The Fifty Best Australian Novels : 1933,Vivian Smith,14.2,the-fifty-best-australian-vivian-smith-14-2.pdf,1989-10-01,the-fifty-best-australian-novels-1933,essay,https://www.australianliterarystudies.com.au/articles/the-fifty-best-australian-novels-1933
1307,Still Life: Art and Nature in Vivian Smith’s Poetry,David McCooey,17.2,still-life-art-and-david-mccooey-17-2.pdf,1995-10-01,still-life-art-and-nature-in-vivian-smiths-poetry,essay,https://www.australianliterarystudies.com.au/articles/still-life-art-and-nature-in-vivian-smiths-poetry
1308,Review by Vivian Smith,Vivian Smith,16.2,review-by-vivian-smith-16-2.pdf,1993-10-01,review-by-vivian-smith123,review,https://www.australianliterarystudies.com.au/articles/review-by-vivian-smith123
1309,Review by Vivian Smith,Vivian Smith,11.3,review-by-vivian-smith-11-3.pdf,1984-05-01,review-by-vivian-smith1234,review,https://www.australianliterarystudies.com.au/articles/review-by-vivian-smith1234
1310,Review by Vivian Smith,Vivian Smith,12.3,review-by-vivian-smith-12-3.pdf,1986-05-01,review-by-vivian-smith12345,review,https://www.australianliterarystudies.com.au/articles/review-by-vivian-smith12345
1311,Editors’ Statements [Vivian Smith],Vivian Smith,10.2,editors-statements-vivian-smith-vivian-smith-10-2.pdf,1981-10-01,editors-statements-vivian-smith,essay,https://www.australianliterarystudies.com.au/articles/editors-statements-vivian-smith
1312,An Interview with Chris Wallace-Crabbe,"David McCooey, Chris Wallace-Crabbe",17.4,an-interview-with-chris-chris-wallace-crabbe-17-4.pdf,1996-10-01,an-interview-with-chris-wallace-crabbe,essay,https://www.australianliterarystudies.com.au/articles/an-interview-with-chris-wallace-crabbe
1313,James McAuley,Vivian Smith,8.1,james-mcauley-vivian-smith-8-1.pdf,1977-05-01,james-mcauley,essay,https://www.australianliterarystudies.com.au/articles/james-mcauley
1314,Review by Chris Wallace-Crabbe,Chris Wallace-Crabbe,14.2,review-by-chris-wallace-crabbe-14-2.pdf,1989-10-01,review-by-chris-wallace-crabbe,review,https://www.australianliterarystudies.com.au/articles/review-by-chris-wallace-crabbe
1315,"Spaces, Cargoes, Documents, Values and Principles: Some Recent Poetry Anthologies",Chris Wallace-Crabbe,15.4,spaces-cargoes-documents-values-chris-wallace-crabbe-15-4.pdf,1992-10-01,spaces-cargoes-documents-values-and-principles-some-recent-poetry-anthologies,essay,https://www.australianliterarystudies.com.au/articles/spaces-cargoes-documents-values-and-principles-some-recent-poetry-anthologies
1316,Review of Scenes of Reading: Is Australian Literature a WorldLiterature? ed. Robert Dixon and Brigid Rooney,Debjani Ganguly,28.4,review-by-debjani-ganguly-28-4.pdf,2013-11-01,review-by-debjani-ganguly,review,https://www.australianliterarystudies.com.au/articles/review-by-debjani-ganguly
1317,Review by Vivian Smith,Vivian Smith,17.1,review-by-vivian-smith-17-1.pdf,1995-05-01,review-by-vivian-smith123456,review,https://www.australianliterarystudies.com.au/articles/review-by-vivian-smith123456
1318,An Interview with Vivian Smith,"David McCooey, Vivian Smith",17.2,an-interview-with-vivian-vivian-smith-17-2.pdf,1995-10-01,an-interview-with-vivian-smith,essay,https://www.australianliterarystudies.com.au/articles/an-interview-with-vivian-smith
1319,Review by Vivian Smith,Vivian Smith,15.3,review-by-vivian-smith-15-3.pdf,1992-05-01,review-by-vivian-smith1234567,review,https://www.australianliterarystudies.com.au/articles/review-by-vivian-smith1234567
1320,Leisure and Grief: The Recent Poetry of Chris Wallace-Crabbe,David McCooey,17.4,leisure-and-grief-the-david-mccooey-17-4.pdf,1996-10-01,leisure-and-grief-the-recent-poetry-of-chris-wallace-crabbe,essay,https://www.australianliterarystudies.com.au/articles/leisure-and-grief-the-recent-poetry-of-chris-wallace-crabbe
1321,Some Sources of White Stag of Exile,Thomas Shapcott,12.3,some-sources-of-white-thomas-shapcott-12-3.pdf,1986-05-01,some-sources-of-white-stag-of-exile,essay,https://www.australianliterarystudies.com.au/articles/some-sources-of-white-stag-of-exile
1322,John Tranter & Les Murray,Thomas Shapcott,10.3,john-tranter-les-thomas-shapcott-10-3.pdf,1982-05-01,john-tranter-les-murray,essay,https://www.australianliterarystudies.com.au/articles/john-tranter-les-murray
1323,"Review of The Bibliography of Australian Literature, A- E, Index to Serials in Australian Periodicals and Newspapers: Nineteenth Century, The Poems ofCharles Harpur: An Analytical Finding List",Elizabeth Webby,20.4,review-by-elizabeth-webby-20-4.pdf,2002-10-01,review-by-elizabeth-webby,review,https://www.australianliterarystudies.com.au/articles/review-by-elizabeth-webby
1324,"Review of Henry Handel Richardson, by Michael Ackland, Henry Handel Richardson, edited by Susan Lever and Catherine Pratt, The Tomis Complex: Exile and Eros in Australian Literature, by Irina Grigorescu Pana.",Elizabeth Webby,18.2,review-by-elizabeth-webby-18-2.pdf,1997-10-01,review-by-elizabeth-webby1,review,https://www.australianliterarystudies.com.au/articles/review-by-elizabeth-webby1
1325,"Review of The Extra by Hal Porter, An Autobiography by Catherine Helen Spence, Norman Lindsay: A Personal Memoir by Douglas Stewart, Wild Weeds and Wind Flowers. The Life and Letters of Katharine Susannah Prichard by Ric Throssell",Elizabeth Webby,7.4,review-by-elizabeth-webby-7-4.pdf,1976-10-01,review-by-elizabeth-webby12,review,https://www.australianliterarystudies.com.au/articles/review-by-elizabeth-webby12
1326,Not Reading the Nation : Australian Readers of the 1890s,Elizabeth Webby,22.3,not-reading-the-nation-elizabeth-webby-22-3.pdf,2006-05-01,not-reading-the-nation-australian-readers-of-the-1890s,essay,https://www.australianliterarystudies.com.au/articles/not-reading-the-nation-australian-readers-of-the-1890s
1327,"Review of The Portrayal of Women in the Fiction of Henry Handel Richardson, Gender. Politics and Fiction. Twentieth Century Australian Women's Novels, Dictionary of the Australian Theatre. 1788-1914, Henry Handel Richardson: a Critical Study",Elizabeth Webby,12.4,review-by-elizabeth-webby-12-4.pdf,1986-10-01,review-by-elizabeth-webby123,review,https://www.australianliterarystudies.com.au/articles/review-by-elizabeth-webby123
1328,John Foulcher’s Democracy,Jeffrey Poacher,19.2,john-foulchers-democracy-jeffrey-poacher-19-2.pdf,1999-10-01,john-foulchers-democracy,essay,https://www.australianliterarystudies.com.au/articles/john-foulchers-democracy
1329,"Review of Sightlines: Race, Gender and Nation in Contemporary Australian Theatre, by Helen Gilbert, Our Australian Theatre in the 1990s, edited by Veronica Kelly",Elizabeth Webby,19.1,review-by-elizabeth-webby-19-1.pdf,1999-05-01,review-by-elizabeth-webby1234,review,https://www.australianliterarystudies.com.au/articles/review-by-elizabeth-webby1234
1330,Australian Short Fiction from ‘While the Billy Boils’ to ‘The Everlasting Secret Family’,Elizabeth Webby,10.2,australian-short-fiction-from-elizabeth-webby-10-2.pdf,1981-10-01,australian-short-fiction-from-while-the-billy-boils-to-the-everlasting-secret-family,essay,https://www.australianliterarystudies.com.au/articles/australian-short-fiction-from-while-the-billy-boils-to-the-everlasting-secret-family
1331,"Review of Remembering Patrick White: Contemporary Critical Essays, edited by Elizabeth McMahon and Brigitta Olubas.",Elizabeth Webby,26.1,review-by-elizabeth-webby-26-1.pdf,2011-05-01,review-by-elizabeth-webby12345,review,https://www.australianliterarystudies.com.au/articles/review-by-elizabeth-webby12345
1332,Australian Literary Lives,Elizabeth Webby,21.2,australian-literary-lives-elizabeth-webby-21-2.pdf,2003-10-01,australian-literary-lives,essay,https://www.australianliterarystudies.com.au/articles/australian-literary-lives
1333,Ern Malley and Les Deliquescences D’adore Floupette,David Brooks,15.1,ern-malley-and-les-david-brooks-15-1.pdf,1991-05-01,ern-malley-and-les-deliquescences-dadore-floupette,essay,https://www.australianliterarystudies.com.au/articles/ern-malley-and-les-deliquescences-dadore-floupette
1334,The Citizenship of Peter Porter,Max Richards,8.3,the-citizenship-of-peter-max-richards-8-3.pdf,1978-05-01,the-citizenship-of-peter-porter,essay,https://www.australianliterarystudies.com.au/articles/the-citizenship-of-peter-porter
1335,‘Interest’ in Les A. Murray,Kevin Hart,14.2,interest-in-les-a-kevin-hart-14-2.pdf,1989-10-01,interest-in-les-a-murray,essay,https://www.australianliterarystudies.com.au/articles/interest-in-les-a-murray
1336,"Feral Symbolists: Robert Adamson, John Tranter, and the Response to Rimbaud",David Brooks,16.3,feral-symbolists-robert-adamson-david-brooks-16-3.pdf,1994-05-01,feral-symbolists-robert-adamson-john-tranter-and-the-response-to-rimbaud,essay,https://www.australianliterarystudies.com.au/articles/feral-symbolists-robert-adamson-john-tranter-and-the-response-to-rimbaud
1337,Sheer Voice and Fidget Wheels : A Study of Five Bells,Dennis Haskell,13.3,sheer-voice-and-fidget-dennis-haskell-13-3.pdf,1988-05-01,sheer-voice-and-fidget-wheels-a-study-of-five-bells,essay,https://www.australianliterarystudies.com.au/articles/sheer-voice-and-fidget-wheels-a-study-of-five-bells
